articleNo,articleName,realEstateTypeName,tradeTypeName,floorInfo,isPriceModification,dealOrWarrantPrc,areaName,area1,area2,direction,articleConfirmYmd,articleFeatureDesc,tagList,buildingName,sameAddrCnt,sameAddrMaxPrc,sameAddrMinPrc,pyeongs,provinceNo,provinceName,districtNo,districtName,dongNo,dongName,complexNo,realEstateType,complexName,complexLatitude,complexLongitude,complexTypeName,totalHouseHoldCount,totalDongCount,useApproveYmd,minArea,maxArea
2433705905,개포래미안포레스트,아파트,매매,3/15,False,"22억 5,000",86A,86.0,59.0,남동향,20240709,26 주인직접 달터공원 구룡초배정 고급커뮤니티,"['4년이내', '대단지', '방세개', '화장실두개']",108동,1.0,"22억 5,000","22억 5,000","{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2433098552,개포래미안포레스트,아파트,전세,고/34,False,16억,148A,148.0,112.0,남동향,20240705,45 막힘없는 뷰 판상형 풀옵션 햇살가득 밝은집,"['4년이내', '융자금없는', '대단지', '대형평수']",119동,1.0,16억,16억,"{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2433008802,개포래미안포레스트,아파트,전세,고/34,False,16억,135A,135.0,102.0,남동향,20240705,41 입주가능. 숲조망에  밝고 화사한 집. 구조굿. 신세계조중식,"['4년이내', '융자금없는', '대단지', '대형평수']",124동,1.0,16억,16억,"{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2432816694,개포래미안포레스트,아파트,매매,고/15,False,23억,86A,86.0,59.0,남동향,20240704,26갭투최적O숲속 최고의 로얄동호수O호텔식조중식서비스O쾌적한판상형구조,"['4년이내', '대단지', '방세개', '화장실두개']",108동,1.0,23억,23억,"{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2433733958,개포래미안포레스트,아파트,매매,저/35,False,33억,128A,128.0,96.0,남서향,20240709,"로얄동,층. 공원뷰. 달터공원 대모산 양재천 숲세권. 고급커뮤니티.","['4년이내', '대단지', '방네개이상', '화장실두개']",115동,1.0,33억,33억,"{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2432735122,개포래미안포레스트,아파트,매매,중/14,False,22억,86A,86.0,59.0,남향,20240704,"26  상권 이용 편리한 동,초등학교 맞은편,  조중식 서비스","['4년이내', '대단지', '방세개', '화장실두개']",101동,2.0,22억,22억,"{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2433552798,개포래미안포레스트,아파트,매매,20/35,False,"26억 5,000",115B,115.0,84.0,남향,20240708,34  주인직O 구룡초O 앞동으로 선호도 좋아요,"['4년이내', '대단지', '방세개', '화장실두개']",114동,2.0,"26억 5,000","26억 4,000","{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2432577876,개포래미안포레스트,아파트,매매,저/33,False,27억,115B,115.0,84.0,남동향,20240703,"35.최고급커뮤니티O호텔식조중식O구룡초O달터공원,양재천","['4년이내', '대단지', '방세개', '화장실두개']",104동,1.0,27억,27억,"{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2432645712,개포래미안포레스트,아파트,매매,중/15,False,"22억 5,000",86A,86.0,59.0,남동향,20240703,"26. 숲과 쾌적한 공기의 인기동, 대모산뷰와  정갈한 식사서비스까지","['4년이내', '대단지', '방세개', '화장실두개']",108동,1.0,"22억 5,000","22억 5,000","{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2432897730,개포래미안포레스트,아파트,매매,고/20,False,28억,115A,115.0,84.0,남동향,20240704,34 풀에어컨 .구룡산뷰. 장기거주가.빠른입주가능  남동향 일조권,"['4년이내', '대단지', '방세개', '화장실두개']",120동,1.0,28억,28억,"{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2432572451,개포래미안포레스트,아파트,매매,중/34,False,40억,149B,149.0,112.0,남향,20240703,45 집주인직접의뢰 확실매물 탁트인뷰 로얄동로얄층 명품커뮤니티 협의가능,"['4년이내', '대단지', '대형평수', '방네개이상']",119동,3.0,40억,40억,"{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2432742048,개포래미안포레스트,아파트,전세,고/29,False,13억,115A,115.0,84.0,남동향,20240703,35 숲뷰. 주인의뢰.융무.풀에어컨.신세계푸드조중식서비스.,"['4년이내', '대단지', '방세개', '화장실두개']",118동,2.0,13억,13억,"{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2432688697,개포래미안포레스트,아파트,매매,저/21,False,20억,86A,86.0,59.0,남향,20240703,25 입주가능 협의 잘 만들어 볼께요,"['4년이내', '대단지', '방세개', '화장실두개']",127동,2.0,20억,20억,"{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2433717252,개포래미안포레스트,아파트,전세,중/34,False,15억,135A,135.0,102.0,남동향,20240709,41 주인직O달터공원정원뷰O오래거주가능  스카이라운지 골프 좋아요,"['4년이내', '융자금없는', '대단지', '대형평수']",124동,1.0,15억,15억,"{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2433622508,개포래미안포레스트,아파트,매매,중/22,False,22억,86A,86.0,59.0,남동향,20240709,26 O조율가 O조중식 O숲세권 O골프 스카이라운지 게스트하우스,"['4년이내', '대단지', '방세개', '화장실두개']",129동,1.0,22억,22억,"{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2432371836,개포래미안포레스트,아파트,매매,고/15,False,23억,86A,86.0,59.0,남동향,20240702,26 집주인직접의뢰 확실매물 협의조정가능 A블록 갭투가능 명품커뮤니티근접,"['4년이내', '대단지', '방세개', '화장실두개']",123동,3.0,23억,21억,"{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2432436697,개포래미안포레스트,아파트,매매,중/35,False,30억,115B,115.0,84.0,남동향,20240702,35 소유주 직접  명품커뮤니티 커뮤니티 연결동  조중식 서비스,"['4년이내', '대단지', '방세개', '화장실두개']",115동,1.0,30억,30억,"{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2432742709,개포래미안포레스트,아파트,매매,고/34,False,40억,135A,135.0,102.0,남동향,20240703,41 주인의뢰. 풀인테리어.입주가.채광굿. 어린이집3개소. 조중식서비스,"['4년이내', '대단지', '대형평수', '방네개이상']",119동,2.0,40억,39억,"{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2432313681,개포래미안포레스트,아파트,매매,중/15,False,"27억 5,000",115A,115.0,84.0,남동향,20240702,"35,학세권,프리미엄커뮤니티,맘스라운지,하늘도서관,신세계조중식","['4년이내', '대단지', '방세개', '화장실두개']",131동,1.0,"27억 5,000","27억 5,000","{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2432077220,개포래미안포레스트,아파트,전세,중/22,False,"9억 8,000",86A,86.0,59.0,남동향,20240701,"26. 전세, 주인직접, 입주협의, 에풀, 달터공원, 조중식, 양재천연결","['4년이내', '대단지', '방세개', '화장실두개']",129동,2.0,"9억 8,000","9억 8,000","{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2433268295,개포래미안포레스트,아파트,전세,중/21,False,"9억 7,000",86A,86.0,59.0,남동향,20240708,26. 조중식 스카이라운지까페  달터공원산책로.명품커뮤니티좋아요,"['4년이내', '융자금없는', '대단지', '방세개']",127동,1.0,"9억 7,000","9억 7,000","{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2432487620,개포래미안포레스트,아파트,매매,중/33,False,"26억 5,000",115D,115.0,84.0,남향,20240702,매매 thi  뷰 좋은집 thi  입주는 협의,"['4년이내', '대단지', '방세개', '화장실두개']",109동,2.0,27억,"26억 5,000","{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2433713819,개포래미안포레스트,아파트,전세,고/15,False,10억,86A,86.0,59.0,남동향,20240709,26  풀에어컨 조중식서비스 최고급커뮤니티 달터근린공원,"['4년이내', '융자금없는', '대단지', '방세개']",123동,1.0,10억,10억,"{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2433567049,개포래미안포레스트,아파트,매매,중/34,False,"40억 9,000",174,174.0,136.0,남서향,20240708,52 숲세권 O조율가 O조중식 O숲세권 O골프 스카이라운지 게스트하우스,"['4년이내', '대단지', '대형평수', '방네개이상']",124동,1.0,"40억 9,000","40억 9,000","{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2432252350,개포래미안포레스트,아파트,매매,고/19,True,21억,86A,86.0,59.0,남동향,20240701,26 달터공원도심속 조용한 숲길 조중식제공 강남8학군 에어컨,"['4년이내', '대단지', '방세개', '화장실두개']",130동,2.0,21억,20억,"{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2433315998,개포래미안포레스트,아파트,전세,고/12,False,12억,101,101.0,74.0,남동향,20240708,"31, 동간거리넓고 커뮤니티가까운동   조중식 골프 숲세권 고급 커뮤니티","['4년이내', '융자금없는', '대단지', '방세개']",117동,1.0,12억,12억,"{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2433733193,개포래미안포레스트,아파트,매매,저/33,False,26억,115D,115.0,84.0,남향,20240709,34 O 숲세권아파트 O 동간간격 넓음 O 분리형세대,"['4년이내', '대단지', '세대분리', '방세개']",109동,1.0,26억,26억,"{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2433573061,개포래미안포레스트,아파트,매매,중/25,False,"25억 5,000",101,101.0,74.0,남동향,20240708,31  O조율가 O조중식 O구룡초 O골프 스카이라운지 게스트하우스,"['4년이내', '대단지', '방세개', '화장실두개']",126동,5.0,"25억 5,000",24억,"{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2432215624,개포래미안포레스트,아파트,매매,고/12,False,25억,101,101.0,74.0,남동향,20240701,31.채광굿O최고급커뮤니티O호텔식조중식O상가인접,"['4년이내', '대단지', '방세개', '화장실두개']",117동,1.0,25억,25억,"{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2433547804,개포래미안포레스트,아파트,전세,고/34,False,16억,149B,149.0,112.0,남향,20240708,45 탁트인 뷰 채광굿 전망굿 풀옵션 햇살가득 밝은집,"['4년이내', '융자금없는', '대단지', '대형평수']",119동,1.0,16억,16억,"{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2432132585,개포래미안포레스트,아파트,전세,저/35,False,"15억 5,000",129B,129.0,96.0,남향,20240701,39  주인직접  풀옵션 높은층고 숲세권 조중식서비스 무융자,"['4년이내', '융자금없는', '대단지', '방네개이상']",115동,1.0,"15억 5,000","15억 5,000","{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2432168651,개포래미안포레스트,아파트,매매,중/33,False,28억,115B,115.0,84.0,남향,20240701,"숲세권,달터공원바로 앞마당,확트인 뷰,친 환경적인 단지,최신식 커뮤니티시","['4년이내', '마당', '대단지', '방세개']",104동,1.0,28억,28억,"{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2432220845,개포래미안포레스트,아파트,매매,저/35,False,29억,115B,115.0,84.0,남향,20240701,34 주인직접  계좌보유 입주협의 갭투가  숲뷰 커뮤니티앞,"['4년이내', '대단지', '방세개', '화장실두개']",114동,1.0,29억,29억,"{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2431876974,개포래미안포레스트,아파트,매매,저/29,False,27억,115A,115.0,84.0,남향,20240629,,"['4년이내', '대단지', '방세개', '화장실두개']",118동,1.0,27억,27억,"{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2431996119,개포래미안포레스트,아파트,매매,저/35,False,"20억 5,000",86B,86.0,59.0,남동향,20240629,"구룡초배정 입주가능, 갭투도가능, 다양한매물","['4년이내', '대단지', '방세개', '화장실두개']",114동,1.0,"20억 5,000","20억 5,000","{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
